"authors","year","title","venue"
"0","1995","InterViso: Dealing With the Complexity of Federated Database Access","VLDB J."
"0","1994","Open Object Database Management Systems","SIGMOD Conference"
"0","1997","Materialized Views Selection in a Multidimensional Database","VLDB"
"0","1997","On Saying Enough Already! in SQL","SIGMOD Conference"
"0","1994","Shoring Up Persistent Applications","SIGMOD Conference"
"0","2003","Load Shedding in a Data Stream Manager","VLDB"
"0","1994","Optimizing Queries on Files","SIGMOD Conference"
"0","1998","RainForest - A Framework for Fast Decision Tree Construction of Large Datasets","VLDB"
"0","1999","Probabilistic Optimization of Top N Queries","VLDB"
"0","1995","BigSur: A System For the Management of Earth Science Data","VLDB"
"0","1995","Data Management Research at The MITRE Corporation","SIGMOD Record"
"0","2003","RRXF: Redundancy reducing XML storage in relations","VLDB"
"0","2003","PSoup: a system for streaming queries over streaming data","VLDB J."
"0","2001","Ontology-based Support for Digital Government","VLDB"
"0","2001","Monitoring XML Data on the Web","SIGMOD Conference"
"0","1995","Join Queries with External Text Sources: Execution and Optimization Techniques","SIGMOD Conference"
"0","1995","NeuroRule: A Connectionist Approach to Data Mining","VLDB"
"0","1998","Chair's Message","SIGMOD Record"
"0","1995","Editor's Notes","SIGMOD Record"
"0","1999","VOODB: A Generic Discrete-Event Random Simulation Model To Evaluate the Performances of OODBs","VLDB"
"0","2002","The SDSS skyserver: public access to the sloan digital sky server data","SIGMOD Conference"
"0","2000","Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 1","VLDB"
"0","2001","Gangam - A Solution to Support Multiple Data Models, their Mappings and Maintenance","SIGMOD Conference"
"0","2000","Distance-Based Outliers: Algorithms and Applications","VLDB J."
"0","1996","Spotfire: An Information Exploration Environment","SIGMOD Record"
"0","1999","Quality-driven Integration of Heterogenous Information Systems","VLDB"
"0","2001","Ambient Intelligence with the Ubiquitous Network, the Embedded Computer Devices and the Hidden Databases (abstract)","VLDB"
"0","2000","Spatial Join Selectivity Using Power Laws","SIGMOD Conference"
"0","1994","Red Brick Warehouse: A Read-Mostly RDBMS for Open SMP Platforms","SIGMOD Conference"
"0","1995","Report on The 1995 International Workshop on Temporal Databases","SIGMOD Record"
"0","1995","Implementation Aspects of an Object-Oriented DBMS","SIGMOD Record"
"0","1996","Safe and Efficient Sharing of Persistent Objects in Thor","SIGMOD Conference"
"0","2001","The WorlInfo Assistant: Spatio-Temporal Information Integration on the Web","VLDB"
"0","1995","The Software Information Base: A Server for Reuse","VLDB J."
"0","1996","Database Research at Arizona State University","SIGMOD Record"
"0","1995","The Algres Testbed of CHIMERA: An Active Object-Oriented Database System","SIGMOD Conference"
"0","2002","Editor's Notes","SIGMOD Record"
"0","1998","About Quark Digital Media System","SIGMOD Conference"
"0","1994","Research Perspectives for Time Series Management Systems","SIGMOD Record"
"0","2001","Collaborative Analytical Processing - Dream or Reality? (Panel abstract)","VLDB"
"0","1999","Building Hierarchical Classifiers Using Class Proximity","VLDB"
"0","2002","Profiling and Internet Connectivity in Automotive Environments","VLDB"
"0","1999","TAM: A System for Dynamic Transactional Activity Management","SIGMOD Conference"
"0","1998","Scalable Techniques for Mining Causal Structures","VLDB"
"0","1998","Caching Multidimensional Queries Using Chunks","SIGMOD Conference"
"0","1995","Copy Detection Mechanisms for Digital Documents","SIGMOD Conference"
"0","1998","Ratio Rules: A New Paradigm for Fast, Quantifiable Data Mining","VLDB"
"0","2002","Data page layouts for relational databases on deep memory hierarchies","VLDB J."
"0","2000","Optimizing Multi-Feature Queries for Image Databases","VLDB"
"0","1995","Trade Press News","SIGMOD Record"
"0","1994","Automatic Generation of Production Rules for Integrity Maintenance","ACM Trans. Database Syst."
"0","2002","Efficient integration and aggregation of historical information","SIGMOD Conference"
"0","1997","Transactional Client-Server Cache Consistency: Alternatives and Performance","ACM Trans. Database Syst."
"0","2001","Why And How To Benchmark XML Databases","SIGMOD Record"
"0","2001","Fault-tolerant, Load-balancing Queries in Telegraph","SIGMOD Conference"
"0","1997","Size Separation Spatial Join","SIGMOD Conference"
"0","1994","Distributing a Search Tree Among a Growing Number of Processors","SIGMOD Conference"
"0","1996","Mining Quantitative Association Rules in Large Relational Tables","SIGMOD Conference"
"0","2001","Communication Efficient Distributed Mining of Association Rules","SIGMOD Conference"
"0","1997","Database Design with Common Sense Business Reasoning and Learning","ACM Trans. Database Syst."
"0","1999","Clustering Methods for Large Databases: From the Past to the Future","SIGMOD Conference"
"0","1995","Managing a DB2 Parallel Edition Database","VLDB"
"0","1995","Type Classification of Semi-Structured Documents","VLDB"
"0","1996","DBSim: A Simulation Tool for Predicting Database Performance","SIGMOD Conference"
"0","2001","Querying XML Views of Relational Data","VLDB"
"0","1998","Clustering Categorical Data: An Approach Based on Dynamical Systems","VLDB"
"0","1994","A New Join Algorithm","SIGMOD Record"
"0","1998","Cost-Based Optimization of Decision Support Queries Using Transient Views","SIGMOD Conference"
"0","1997","Concurrency and Recovery for Index Trees","VLDB J."
"0","1998","Resource Scheduling for Composite Multimedia Objects","VLDB"
"0","2001","An extension of the relational data model to incorporate ordered domains","ACM Trans. Database Syst."
"0","1995","AlphaSort: A Cache-Sensitive Parallel External Sort","VLDB J."
"0","1999","In-Memory Data Management for Consumer Transactions The Times-Ten Approach","SIGMOD Conference"
"0","1999","Daytona And The Fourth-Generation Language Cymbal","SIGMOD Conference"
"0","2000","Quantifiable Data Mining Using Ratio Rules","VLDB J."
"0","2001","Data Management for Pervasive Computing","VLDB"
"0","2003","Closing the key loophole in MLS databases","SIGMOD Record"
"0","1999","GlOSS: Text-Source Discovery over the Internet","ACM Trans. Database Syst."
"0","2001","Progressive Approximate Aggregate Queries with a Multi-Resolution Tree Structure","SIGMOD Conference"
"0","2003","NonStop SQL/MX Publish/Subscribe: Continuous Data Streams in Transaction Processing","SIGMOD Conference"
"0","2003","Report on the 5th international workshop on the design and management of data warehouses (DMDW'03)","SIGMOD Record"
"0","2002","General match: a subsequence matching method in time-series databases based on generalized windows","SIGMOD Conference"
"0","2003","Report on the 10th Conference on Database Systems for Business, Technology, and the Web (BTW 2003)","SIGMOD Record"
"0","2002","Ontologies: A Silver Bullet for Knowledge Management and Electronic Commerce - Book Review","SIGMOD Record"
"0","1997","Adaptive Data Broadcast in Hybrid Networks","VLDB"
"0","1998","Incremental Distance Join Algorithms for Spatial Databases","SIGMOD Conference"
"0","1997","A Region Splitting Strategy for Physical Database Design of Multidimensional File Organizations","VLDB"
"0","2001","SQL/XML and the SQLX Informal Group of Companies","SIGMOD Record"
"0","2002","Database Technologies for Electronic Commerce","VLDB"
"0","1999","Semantic Interoperability in Information Services: Experiencing with CoopWARE","SIGMOD Record"
"0","1997","Open GIS and On-Line Environmental Libraries","SIGMOD Record"
"0","1999","Client-Site Query Extensions","SIGMOD Conference"
"0","2002","Joining Ranked Inputs in Practice","VLDB"
"0","2003","Complex Queries over Web Repositories","VLDB"
"0","1996","Database Research at the Indian Institute of Technology, Bombay","SIGMOD Record"
"0","1996","Goal-Oriented Buffer Management Revisited","SIGMOD Conference"
"0","1995","The NAOS System","SIGMOD Conference"
"0","2002","Chair's Message","SIGMOD Record"
"0","2003","Robust and Efficient Fuzzy Match for Online Data Cleaning","SIGMOD Conference"
"0","2000","Agora: Living with XML and Relational","VLDB"
"0","2002","Editorial","VLDB J."
"0","1998","A Data Mining Application: Customes Retention at the Port of Singapore Authority (PSA)","SIGMOD Conference"
"0","2001","Materialized View and Index Selection Tool for Microsoft SQL Server 2000","SIGMOD Conference"
"0","1999","Optimization of Queries with User-Defined Predicates","ACM Trans. Database Syst."
"0","1994","Metadata for Multimedia Documents","SIGMOD Record"
"0","1998","Introduction (Special Issue on Multimedia Databases)","VLDB J."
"0","2000","Concurrency in the Data Warehouse","VLDB"
"0","2001","Editor's Notes","SIGMOD Record"
"0","2000","Asera: Extranet Architecture for B2B Solutions","VLDB"
"0","1994","Energy Efficient Indexing on Air","SIGMOD Conference"
"0","2003","Iterative spatial join","ACM Trans. Database Syst."
"0","2000","Editor's Notes","SIGMOD Record"
"0","2002","Storing and querying ordered XML using a relational database system","SIGMOD Conference"
"0","1994","Ptool: A Scalable Persistent Object Manager","SIGMOD Conference"
"0","2003","Agent-Oriented software engineering report on the 4th AOSE workshop (AOSE 2003)","SIGMOD Record"
"0","2002","Approximate Frequency Counts over Data Streams","VLDB"
"0","1994","Relaxed Transaction Processing","SIGMOD Conference"
"0","1996","Workshop Report: The First International Workshop on Active and Real-Time Database Systems (ARTDB-95)","SIGMOD Record"
"0","1995","An Introduction to Remy's Fast Polymorphic Record Projection","SIGMOD Record"
"0","1996","Pixel-oriented Database Visualizations","SIGMOD Record"
"0","2003","Adaptive algorithms for set containment joins","ACM Trans. Database Syst."
"0","1995","The ECRC Multi Database System","SIGMOD Conference"
"0","1996","Semantics for Update Rule Programs and Implementations in a Relational Database Management System","ACM Trans. Database Syst."
"0","2000","Efficient Resumption of Interrupted Warehouse Loads","SIGMOD Conference"
"0","1995","Calls for Papers and Announcements","SIGMOD Record"
"0","1994","QuickStore: A High Performance Mapped Object Store","SIGMOD Conference"
"0","1994","Using Semantic Values to Falilitate Interoperability Among Heterogeneous Information Systems","ACM Trans. Database Syst."
"0","2003","Covering Indexes for XML Queries: Bisimulation - Simulation = Negation","VLDB"
"0","2002","Database tuning: principles, experiments, and troubleshooting techniques (part II)","SIGMOD Conference"
"0","1994","Towards Automated Performance Tuning for Complex Workloads","VLDB"
"0","1994","Integrating a Structured-Text Retrieval System with an Object-Oriented Database System","VLDB"
"0","1997","Efficient User-Adaptable Similarity Search in Large Multimedia Databases","VLDB"
"0","1996","Index Nesting - An Efficient Approach to Indexing in Object-Oriented Databases","VLDB J."
"0","1995","An Annotated Bibliography on Real-Time Database Systems","SIGMOD Record"
"0","1996","Effective & Efficient Document Ranking without using a Large Lexicon","VLDB"
"0","2001","Re-designing Distance Functions and Distance-Based Applications for High Dimensional Data","SIGMOD Record"
"0","2003","Information integration on the Web: a view from AI and databases (report on IIWeb-03)","SIGMOD Record"
"0","1996","A Probabilistic Relational Model and Algebra","ACM Trans. Database Syst."
"0","1999","Evolvable View Environment (EVE): Non-Equivalent View Maintenance under Schema Changes","SIGMOD Conference"
"0","1996","Declustering of Key-Based Partitioned Signature Files","ACM Trans. Database Syst."
"0","1999","Query Processing Techniques for Arrays","SIGMOD Conference"
"0","1994","Charter and Scope","ACM Trans. Database Syst."
"0","1998","Towards a Theory of Cost Management for Digital Libraries and Electronic Commerce","ACM Trans. Database Syst."
"0","2003","Locating Data Sources in Large Distributed Systems","VLDB"
"0","2001","PicoDBMS: Validation and Experience","VLDB"
"0","2000","Mining Frequent Patterns without Candidate Generation","SIGMOD Conference"
"0","1998","Panel on Next Generation Database Systems Won't Work Without Semantics!","SIGMOD Conference"
"0","1997","Extracting Entity Profiles from Semistructured Information Spaces","SIGMOD Record"
"0","2003","Data Quality and Data Cleaning: An Overview","SIGMOD Conference"
"0","2002","Small Worlds: the Dynamics of Networks between Order and Randomness - Book Review","SIGMOD Record"
"0","1996","EROC: A Toolkit for Building NEATO Query Optimizers","VLDB"
"0","2003","Composing Mappings Among Data Sources","VLDB"
"0","1998","Proximity Search in Databases","VLDB"
"0","1998","Database Research at Columbia University","SIGMOD Record"
"0","1995","Use of a Component Architecture in Integrating Relational and Non-relational Storage Systems","SIGMOD Conference"
"0","1998","Providing Database-like Access to the Web Using Queries Based on Textual Similarity","SIGMOD Conference"
"0","1997","On-Line Warehouse View Maintenance","SIGMOD Conference"
"0","1998","DMS: A Parallel Data Mining Server","VLDB"
"0","2003","Supporting Frequent Updates in R-Trees: A Bottom-Up Approach","VLDB"
