"year","title","venue","authors"
"0","Realm-based spatial data types: the ROSE algebra","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Ralf Hartmut G&#252;ting, Markus Schneider"
"0","HyperFile: a data and query model for documents","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Chris Clifton, Hector Garcia-Molina, David Bloom"
"0","The software information base: a server for reuse","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Panos Constantopoulos, Matthias Jarke, John Mylopoulos, Yannis Vassiliou"
"0","Characterization of database access pattern for analytic prediction of buffer hit probability","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Asit Dan, Philip S. Yu, Jen Yao Chung"
"0","Ordered shared locks for real-time databases","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Divyakant Agrawal, Amr El Abbadi, Richard Jeffers, Lijing Lin"
"0","Historical queries along multiple lines of time evolution","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Gad M. Landau, Jeanette P. Schmidt, Vassilis J. Tsotras"
"0","Adaptable pointer swizzling strategies in object bases: design, realization, and quantitative analysis","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Alfons Kemper, Donald Kossmann"
"0","Special system-oriented section: the best of SIGMOD '94","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Stanley Y. W. Su"
"0","The power of languages for the manipulation of complex values","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Serge Abiteboul, Catriel Beeri"
"0","Fibonacci: a programming language for object databases","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Antonio Albano, Giorgio Ghelli, Renzo Orsini"
"0","Orthogonally persistent object systems","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","Malcolm Atkinson, Ronald Morrison"
"0","Themis: a database programming language handling integrity constraints","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","V&#233;ronique Benzaken, Anne Doucet"
"0","Tigukat: a uniform behavioral objectbase management system","The VLDB Journal &mdash; The International Journal on Very Large Data Bases","M. Tamer &#214;zsu, Randal Peters, Duane Szafron, Boman Irani, Anna Lipka, Adriana Mu&#241;oz"
"0","Rate-based query optimization for streaming information sources","International Conference on Management of Data","Stratis D. Viglas, Jeffrey F. Naughton"
"0","An adaptive peer-to-peer network for distributed caching of OLAP results","International Conference on Management of Data","Panos Kalnis, Wee Siong Ng, Beng Chin Ooi, Dimitris Papadias, Kian-Lee Tan"
"0","Efficient integration and aggregation of historical information","International Conference on Management of Data","Mirek Riedewald, Divyakant Agrawal, Amr El Abbadi"
"0","Archiving scientific data","International Conference on Management of Data","Peter Buneman, Sanjeev Khanna, Keishi Tajima, Wang-Chiew Tan"
"0","Efficient evaluation of queries in a mediator for WebSources","International Conference on Management of Data","Vladimir Zadorozhny, Louiqa Raschid, Maria Esther Vidal, Tolga Urhan, Laura Bright"
"0","Best-effort cache synchronization with source cooperation","International Conference on Management of Data","Chris Olston, Jennifer Widom"
"0","Processing complex aggregate queries over data streams","International Conference on Management of Data","Alin Dobra, Minos Garofalakis, Johannes Gehrke, Rajeev Rastogi"
"0","Continuously adaptive continuous queries over streams","International Conference on Management of Data","Samuel Madden, Mehul Shah, Joseph M. Hellerstein, Vijayshankar Raman"
"0","Reports","ACM SIGMOD Record","Avigdor Gal"
"0","Reminiscences on influential papers","ACM SIGMOD Record","Kenneth A. Ross"
"0","Influential papers","ACM SIGMOD Record","Ken Ross"
"0","Too much middleware","ACM SIGMOD Record","Michael Stonebraker"
"0","Why I like working in academia","ACM SIGMOD Record","Richard Thomas Snodgrass"
"0","Career forum","ACM SIGMOD Record","Alexandros Labrinidis"
"0","Advances in databases and information systems: report of 5th East European Conference ADBIS'2001","ACM SIGMOD Record","Albertas Caplinskas, Johann Eder, Olegas Vasilecas"
"0","Report on the 18th British National Conference on Databases (BNCOD)","ACM SIGMOD Record","Carole Goble, Brian Read"
"0","What will be","ACM SIGMOD Record","Michael Dertouzos"
"0","Distinguished database profiles","ACM SIGMOD Record","Marianne Winslett"
"0","Databases and transaction processing: an application-oriented approach","ACM SIGMOD Record","Philip M. Lewis, Arthur Bernstein, Michael Kifer"
"0","Data mining: practical machine learning tools and techniques with Java implementations","ACM SIGMOD Record","Ian H. Witten, Eibe Frank"
"0","The XML typechecking problem","ACM SIGMOD Record","Dan Suciu"
"0","Industry perspective","ACM SIGMOD Record","Len Seligman"
"0","Avi Silberschatz speaks out: on academia versus industrial labs, startup fever, database PhD quality, the future of data mining as a research area, IP issues, how he wouldn't change a thing, and more","ACM SIGMOD Record","Marianne Winslett"
"0","Database principles","ACM SIGMOD Record","Leonid Libkin"
"0","Business data management for business-to-business electronic commerce","ACM SIGMOD Record","Christoph Quix, Mareike Schoop, Manfred Jeusfeld"
"0","A multi-agent system infrastructure for software component market-place: an ontological perspective","ACM SIGMOD Record","Riza Cenk Erdur, O&#287;uz Dikenelli"
"0","Conceptual modeling and specification generation for B2B business processes based on ebXML","ACM SIGMOD Record","HyoungDo Kim"
"0","Semantic B2B integration: issues in ontology-based approaches","ACM SIGMOD Record","Zhan Cui, Dean Jones, Paul O'Brien"
"0","Book reviews","ACM SIGMOD Record","Karl Aberer"
"0","Book review column","ACM SIGMOD Record","Karl Aberer"
"0","Supply chain infrastructures: system integration and information sharing","ACM SIGMOD Record","Michael O. Ball, Meng Ma, Louiqa Raschid, Zhengying Zhao"
"0","The role of B2B engines in B2B integration architectures","ACM SIGMOD Record","Christoph Bussler"
"0","Clustering by pattern similarity in large data sets","International Conference on Management of Data","Haixun Wang, Wei Wang, Jiong Yang, Philip S. Yu"
"0","General match: a subsequence matching method in time-series databases based on generalized windows","International Conference on Management of Data","Yang-Sae Moon, Kyu-Young Whang, Wook-Shin Han"
"0","A Monte Carlo algorithm for fast projective clustering","International Conference on Management of Data","Cecilia M. Procopiuc, Michael Jones, Pankaj K. Agarwal, T. M. Murali"
"0","Mining long sequential patterns in a noisy environment","International Conference on Management of Data","Jiong Yang, Wei Wang, Philip S. Yu, Jiawei Han"
"0","Selectivity estimation for spatio-temporal queries to moving objects","International Conference on Management of Data","Yong-Jin Choi, Chin-Wan Chung"
"0","Dynamic multidimensional histograms","International Conference on Management of Data","Nitin Thaper, Sudipto Guha, Piotr Indyk, Nick Koudas"
"0","Dwarf: shrinking the PetaCube","International Conference on Management of Data","Yannis Sismanis, Antonios Deligiannakis, Nick Roussopoulos, Yannis Kotidis"
"0","Hierarchical subspace sampling: a unified framework for high dimensional data reduction, selectivity estimation and nearest neighbor search","International Conference on Management of Data","Charu C. Aggarwal"
"0","Efficient algorithms for minimizing tree pattern queries","International Conference on Management of Data","Prakash Ramanan"
"0","Approximate XML joins","International Conference on Management of Data","Sudipto Guha, H. V. Jagadish, Nick Koudas, Divesh Srivastava, Ting Yu"
"0","Efficient k-NN search on vertically decomposed data","International Conference on Management of Data","Arjen P. de Vries, Nikos Mamoulis, Niels Nes, Martin Kersten"
"0","Holistic twig joins: optimal XML pattern matching","International Conference on Management of Data","Nicolas Bruno, Nick Koudas, Divesh Srivastava"
"0","Minimal probing: supporting expensive predicates for top-k queries","International Conference on Management of Data","Kevin Chen-Chuan Chang, Seung-won Hwang"
"0","Time-parameterized queries in spatio-temporal databases","International Conference on Management of Data","Yufei Tao, Dimitris Papadias"
"0","Continually evaluating similarity-based pattern queries on a streaming time series","International Conference on Management of Data","Like Gao, X. Sean Wang"
"0","Statistical synopses for graph-structured XML databases","International Conference on Management of Data","Neoklis Polyzotis, Minos Garofalakis"
"0","QURSED: querying and reporting semistructured data","International Conference on Management of Data","Yannis Papakonstantinou, Michalis Petropoulos, Vasilis Vassalos"
"0","Storing and querying ordered XML using a relational database system","International Conference on Management of Data","Igor Tatarinov, Stratis D. Viglas, Kevin Beyer, Jayavel Shanmugasundaram, Eugene Shekita, Chun Zhang"
"0","Executing SQL over encrypted data in the database-service-provider model","International Conference on Management of Data","Hakan Hacig&#252;m&#252;&#351;, Bala Iyer, Chen Li, Sharad Mehrotra"
"0","Workflow management with service quality guarantees","International Conference on Management of Data","Michael Gillmann, Gerhard Weikum, Wolfgang Wonner"
"0","Mining database structure; or, how to build a data quality browser","International Conference on Management of Data","Tamraparni Dasu, Theodore Johnson, S. Muthukrishnan, Vladislav Shkapenyuk"
"0","A scalable hash ripple join algorithm","International Conference on Management of Data","Gang Luo, Curt J. Ellmann, Peter J. Haas, Jeffrey F. Naughton"
"0","Exploiting statistics on query expressions for optimization","International Conference on Management of Data","Nicolas Bruno, Surajit Chaudhuri"
"0","Partial results for online query processing","International Conference on Management of Data","Vijayshankar Raman, Joseph M. Hellerstein"
"0","Proxy-based acceleration of dynamically generated content on the world wide web: an approach and implementation","International Conference on Management of Data","Anindya Datta, Kaushik Dutta, Helen Thomas, Debra VanderMeer,  Suresha, Krithi Ramamritham"
"0","Accelerating XPath location steps","International Conference on Management of Data","Torsten Grust"
"0","APEX: an adaptive path index for XML data","International Conference on Management of Data","Chin-Wan Chung, Jun-Ki Min, Kyuseok Shim"
"0","Covering indexes for branching path queries","International Conference on Management of Data","Raghav Kaushik, Philip Bohannon, Jeffrey F Naughton, Henry F Korth"
"0","Implementing database operations using SIMD instructions","International Conference on Management of Data","Jingren Zhou, Kenneth A. Ross"
"0","Fractal prefetching B+-Trees: optimizing both cache and disk performance","International Conference on Management of Data","Shimin Chen, Phillip B. Gibbons, Todd C. Mowry, Gary Valentin"
"0","Skew handling techniques in sort-merge join","International Conference on Management of Data","Wei Li, Dengfeng Gao, Richard Thomas Snodgrass"
"0","StatiX: making XML count","International Conference on Management of Data","Juliana Freire, Jayant R. Haritsa, Maya Ramanath, Prasan Roy, J&#233;r&#244;me Sim&#233;on"
"0","HD-Eye: visual clustering of high dimensional data","International Conference on Management of Data","Alexander Hinneburg, Daniel A. Keim, Markus Wawryniuk"
"0","GEA: a toolkit for gene expression analysis","International Conference on Management of Data","Jessica M. Phan, Raymond Ng"
"0","DBXplorer: enabling keyword search over relational databases","International Conference on Management of Data","Sanjay Agrawal, Surajit Chaudhuri, Gautam Das"
"0","CubeExplorer: online exploration of data cubes","International Conference on Management of Data","Jiawei Han, Jianyong Wang, Guozhu Dong, Jian Pei, Ke Wang"
"0","XL: a platform for web services","International Conference on Management of Data","Daniela Florescu, Andreas Gr&#252;nhagen, Donald Kossmann, Steffen Rost"
"0","RoadRunner: automatic data extraction from data-intensive web sites","International Conference on Management of Data","Valter Crescenzi, Giansalvatore Mecca, Paolo Merialdo"
"0","Gigascope: high performance network monitoring with an SQL interface","International Conference on Management of Data","Chuck Cranor, Yuan Gao, Theodore Johnson, Vlaidslav Shkapenyuk, Oliver Spatscheck"
"0","Distributing queries over low-power wireless sensor networks","International Conference on Management of Data","Samuel Madden, Joseph M. Hellerstein"
"0","COUGAR: the network is the database","International Conference on Management of Data","Wai Fu Fung, David Sun, Johannes Gehrke"
"0","COMMIX: towards effective web information extraction, integration and query answering","International Conference on Management of Data","Tengjiao Wang, Shiwei Tang, Dongqing Yang, Jun Gao, Yuqing Wu, Jian Pei"
